pH,tds,turbidity,temperature,label
7.29,170.0,2.27,23.48,Safe
7.18,599.0,28.65,23.89,Unsafe
7.26,173.4,0.98,19.66,Safe
6.6,450.4,17.24,23.48,Unsafe
6.99,61.3,0.24,23.68,Safe
6.94,134.7,0.58,21.02,Safe
7.4,332.2,24.31,27.57,Unsafe
7.51,191.2,0.58,22.97,Safe
6.79,288.4,6.42,25.06,Unsafe
7.68,242.8,10.15,24.37,Unsafe
7.43,125.9,1.33,20.85,Safe
7.35,206.9,1.65,24.15,Safe
8.44,1927.8,16.8,24.81,Unsafe
7.3,92.1,0.58,20.22,Safe
7.97,764.8,3.33,23.41,Unsafe
7.71,720.6,4.24,27.65,Unsafe
7.27,809.7,3.19,24.4,Unsafe
8.57,1502.3,16.77,28.74,Unsafe
7.89,1028.4,34.25,26.49,Unsafe
6.89,514.5,17.05,22.25,Unsafe
7.11,112.3,3.77,21.77,Safe
6.72,458.3,33.18,26.22,Unsafe
7.43,117.2,1.92,21.81,Safe
6.49,343.1,14.17,25.13,Unsafe
7.57,192.1,1.9,25.56,Safe
6.23,487.7,16.14,28.54,Unsafe
7.98,1270.8,16.75,23.64,Unsafe
7.11,781.6,0.77,22.5,Unsafe
9.32,1668.0,20.94,27.58,Unsafe
6.95,107.7,0.53,22.65,Safe
9.45,1315.7,22.0,25.17,Unsafe
7.33,150.7,0.59,23.19,Safe
6.78,163.2,0.3,21.69,Safe
7.43,59.6,0.44,20.3,Safe
6.59,73.0,0.0,20.88,Safe
6.8,421.4,27.15,22.84,Unsafe
9.4,2301.6,20.9,23.84,Unsafe
7.39,55.7,1.06,21.52,Safe
7.52,357.1,18.18,26.13,Unsafe
7.1,101.3,0.89,20.3,Safe
9.34,1854.5,18.16,26.84,Unsafe
6.64,497.5,6.47,24.89,Unsafe
8.93,1764.6,10.67,24.68,Unsafe
9.07,2798.2,17.37,28.45,Unsafe
8.09,413.1,4.34,26.08,Unsafe
6.72,626.5,19.95,22.46,Unsafe
6.66,328.0,10.77,23.71,Unsafe
7.38,433.5,18.17,27.25,Unsafe
7.56,117.9,1.68,25.04,Safe
8.8,2103.3,8.92,23.26,Unsafe
7.26,565.6,27.09,24.12,Unsafe
7.87,1120.4,33.92,29.87,Unsafe
7.27,144.8,1.95,19.74,Safe
9.52,1875.6,21.5,24.55,Unsafe
6.62,388.1,24.09,25.5,Unsafe
7.24,184.4,2.37,25.32,Safe
7.3,213.6,4.89,22.94,Unsafe
8.69,1952.6,20.59,25.95,Unsafe
7.13,605.8,31.03,25.07,Unsafe
8.67,1363.5,11.31,26.15,Unsafe
7.41,462.0,2.67,26.71,Unsafe
8.41,2761.4,10.89,26.54,Unsafe
7.23,176.4,0.03,25.19,Safe
7.61,191.1,2.09,20.25,Safe
6.91,106.5,1.66,20.63,Safe
6.91,92.2,0.71,24.43,Safe
6.84,538.4,26.91,25.76,Unsafe
7.17,449.9,4.94,24.1,Unsafe
8.05,1694.1,11.42,27.54,Unsafe
7.36,192.6,0.0,21.16,Safe
7.13,108.3,2.49,24.99,Safe
7.37,117.6,0.2,19.07,Safe
6.66,277.6,11.55,24.69,Unsafe
8.86,1754.8,12.61,28.51,Unsafe
7.04,460.0,10.93,28.89,Unsafe
7.33,745.7,2.25,23.41,Unsafe
6.82,49.7,1.22,17.81,Safe
7.53,178.6,1.7,26.08,Safe
7.26,730.9,5.03,25.41,Unsafe
7.19,234.0,12.74,24.97,Unsafe
7.19,519.6,28.3,25.07,Unsafe
7.0,62.8,1.07,18.18,Safe
7.08,343.7,6.49,24.53,Unsafe
8.01,956.8,22.72,26.72,Unsafe
7.66,480.7,11.78,21.99,Unsafe
7.13,95.4,0.9,18.47,Safe
7.14,547.6,14.49,27.45,Unsafe
7.24,234.2,11.15,24.82,Unsafe
7.99,647.4,4.87,23.7,Unsafe
8.23,1701.3,14.57,26.3,Unsafe
7.09,95.3,0.64,22.4,Safe
7.93,1197.8,28.61,25.86,Unsafe
8.51,1637.6,19.94,29.02,Unsafe
6.89,107.9,1.63,20.91,Safe
6.89,295.0,15.96,26.44,Unsafe
8.66,1928.7,24.91,25.32,Unsafe
9.27,1345.4,20.52,27.62,Unsafe
6.97,188.6,0.92,23.93,Safe
7.06,161.2,0.53,20.77,Safe
8.56,1055.1,21.09,27.15,Unsafe
7.96,934.1,17.4,25.46,Unsafe
6.76,67.5,0.33,22.37,Safe
7.92,1100.9,16.1,26.0,Unsafe
8.82,1858.1,15.75,27.14,Unsafe
7.49,196.7,13.39,26.43,Unsafe
7.02,45.3,0.61,23.32,Safe
8.2,969.6,30.28,29.94,Unsafe
7.93,923.0,17.23,28.15,Unsafe
7.89,545.5,2.23,25.03,Unsafe
8.04,1001.4,32.33,28.61,Unsafe
8.56,2246.9,23.19,24.35,Unsafe
6.9,97.6,0.0,17.32,Safe
6.98,139.1,1.78,23.63,Safe
7.52,466.2,2.02,24.73,Unsafe
7.19,470.2,2.27,23.99,Unsafe
7.37,454.4,12.99,26.66,Unsafe
7.05,146.5,0.53,19.95,Safe
8.03,644.1,1.11,21.06,Unsafe
6.92,97.1,0.75,21.07,Safe
8.28,986.7,25.01,27.64,Unsafe
8.14,1111.0,33.86,29.54,Unsafe
6.67,529.1,13.12,22.79,Unsafe
7.48,105.0,1.78,19.46,Safe
7.56,125.3,0.53,22.0,Safe
9.01,1899.8,10.63,28.4,Unsafe
6.64,351.7,12.2,26.41,Unsafe
7.1,172.0,1.56,26.22,Safe
7.24,83.0,0.48,19.84,Safe
6.9,463.0,16.71,24.16,Unsafe
9.07,2503.6,13.3,23.91,Unsafe
7.94,412.9,2.2,25.94,Unsafe
6.85,198.5,2.34,22.04,Safe
7.95,990.1,23.41,27.74,Unsafe
8.1,1121.4,24.63,27.8,Unsafe
7.54,472.3,6.27,25.65,Unsafe
7.15,114.6,1.24,23.82,Safe
7.18,129.5,2.1,25.19,Safe
8.02,868.6,5.33,26.77,Unsafe
9.36,2109.8,21.88,24.35,Unsafe
8.07,1101.8,20.79,27.65,Unsafe
8.8,2684.6,23.48,29.01,Unsafe
9.34,2449.0,12.25,28.68,Unsafe
8.85,2771.9,11.61,28.76,Unsafe
7.39,150.6,2.46,20.44,Safe
7.51,166.0,2.29,23.21,Safe
7.62,376.7,3.61,24.41,Unsafe
7.88,890.7,2.47,26.41,Unsafe
7.64,461.3,1.68,25.74,Unsafe
7.23,89.0,1.25,23.63,Safe
8.0,1167.0,33.18,27.18,Unsafe
9.12,1578.2,23.61,25.98,Unsafe
7.57,357.9,7.41,25.26,Unsafe
8.08,546.7,4.29,27.63,Unsafe
7.48,111.7,0.94,23.2,Safe
8.23,1300.8,13.31,27.22,Unsafe
7.54,253.9,16.88,23.91,Unsafe
6.4,588.9,32.65,28.71,Unsafe
8.02,1637.6,15.8,25.49,Unsafe
7.51,556.0,2.45,23.0,Unsafe
7.76,1109.9,36.23,26.97,Unsafe
7.08,77.3,0.0,18.87,Safe
6.98,510.6,20.95,26.59,Unsafe
7.08,134.3,1.24,23.64,Safe
7.93,1094.6,29.89,28.93,Unsafe
8.57,1849.5,23.48,29.0,Unsafe
9.12,1076.7,21.72,25.56,Unsafe
7.59,806.8,0.0,28.04,Unsafe
7.14,198.3,1.43,22.09,Safe
7.11,775.1,1.27,27.38,Unsafe
7.24,519.2,7.13,26.65,Unsafe
8.18,1973.3,13.82,24.6,Unsafe
8.65,1603.9,17.54,28.13,Unsafe
8.05,1109.0,19.32,28.96,Unsafe
7.3,100.6,1.48,22.74,Safe
7.96,802.2,2.41,24.99,Unsafe
6.21,686.5,10.46,25.27,Unsafe
6.93,59.4,0.5,22.72,Safe
8.12,614.3,4.39,27.15,Unsafe
8.95,1158.0,19.31,26.11,Unsafe
6.97,147.6,1.54,20.98,Safe
7.8,402.3,4.79,24.26,Unsafe
6.82,615.5,31.31,28.73,Unsafe
8.15,1185.0,24.36,29.39,Unsafe
6.96,160.7,1.14,19.77,Safe
7.09,97.6,0.0,23.25,Safe
6.76,480.2,16.92,25.38,Unsafe
7.54,441.8,12.2,23.52,Unsafe
7.95,759.5,3.74,24.01,Unsafe
9.25,1832.5,19.74,26.65,Unsafe
7.74,432.2,10.13,23.99,Unsafe
8.47,904.4,8.41,25.8,Unsafe
7.21,142.6,3.3,19.6,Safe
7.13,111.9,1.32,22.97,Safe
6.89,181.9,1.19,21.22,Safe
9.15,2377.4,24.75,27.2,Unsafe
7.39,571.1,11.46,26.21,Unsafe
8.19,1160.7,18.12,29.61,Unsafe
7.19,635.5,21.02,29.06,Unsafe
9.65,1445.9,18.52,27.28,Unsafe
7.2,637.5,24.57,24.52,Unsafe
8.06,2199.3,21.54,29.31,Unsafe
9.26,2078.8,7.97,25.43,Unsafe
7.12,148.9,0.51,23.29,Safe
9.29,1159.5,20.13,25.52,Unsafe
6.93,139.5,1.47,22.19,Safe
6.96,307.6,13.31,26.07,Unsafe
7.36,174.7,1.0,19.89,Safe
7.24,503.4,1.44,21.8,Unsafe
8.5,2201.4,13.14,23.59,Unsafe
7.45,106.0,1.4,22.78,Safe
7.06,503.9,18.18,27.21,Unsafe
6.81,71.2,1.27,19.26,Safe
7.34,720.3,1.7,27.18,Unsafe
8.04,954.2,25.88,27.88,Unsafe
9.05,2725.8,22.61,27.16,Unsafe
6.84,87.9,1.0,22.94,Safe
6.67,383.0,9.96,23.59,Unsafe
6.7,400.5,20.72,25.88,Unsafe
8.42,1412.6,6.4,24.09,Unsafe
7.44,619.2,1.8,27.2,Unsafe
6.91,262.3,7.95,23.18,Unsafe
7.54,144.3,0.0,22.69,Safe
6.96,83.6,0.69,23.8,Safe
6.25,569.6,28.37,27.53,Unsafe
6.4,530.2,15.58,24.86,Unsafe
7.24,587.2,21.07,23.84,Unsafe
7.21,139.2,2.28,25.52,Safe
6.68,393.6,15.09,25.89,Unsafe
8.18,1186.2,34.77,28.68,Unsafe
7.22,606.3,7.31,22.51,Unsafe
9.76,2485.9,15.71,28.26,Unsafe
7.91,1046.7,33.93,26.43,Unsafe
8.2,1031.0,20.66,28.04,Unsafe
7.44,178.2,3.49,21.14,Safe
6.7,410.1,4.53,25.25,Unsafe
8.21,1086.3,17.79,29.3,Unsafe
7.11,146.2,1.34,20.39,Safe
6.66,494.0,8.65,29.02,Unsafe
7.32,66.9,0.0,22.56,Safe
7.63,511.8,1.94,24.91,Unsafe
6.41,705.3,33.63,25.7,Unsafe
9.64,1236.5,23.89,27.99,Unsafe
6.6,343.2,17.4,28.07,Unsafe
6.76,116.0,2.47,22.52,Safe
6.85,95.3,0.14,21.3,Safe
7.84,554.0,1.41,22.33,Unsafe
7.04,472.7,20.23,23.81,Unsafe
7.4,378.8,27.26,27.77,Unsafe
8.52,2129.3,19.2,25.52,Unsafe
6.94,110.5,1.04,20.81,Safe
7.85,1147.6,32.54,25.8,Unsafe
6.87,282.3,7.48,22.16,Unsafe
9.51,2107.4,19.83,24.86,Unsafe
7.95,905.2,27.51,28.64,Unsafe
7.6,539.3,3.09,23.0,Unsafe
6.88,54.7,0.64,19.7,Safe
7.12,173.3,1.72,23.78,Safe
6.17,647.7,31.94,24.91,Unsafe
7.43,138.2,0.95,23.37,Safe
7.82,1083.9,19.07,27.94,Unsafe
7.34,116.6,0.95,18.16,Safe
8.33,900.5,27.9,27.41,Unsafe
7.73,420.7,2.46,28.38,Unsafe
8.2,902.4,25.88,25.91,Unsafe
8.72,1688.6,8.95,28.85,Unsafe
6.65,304.8,4.4,28.68,Unsafe
8.52,954.8,17.24,25.65,Unsafe
7.04,375.5,5.07,23.1,Unsafe
8.83,1597.4,20.71,25.53,Unsafe
7.41,569.9,3.08,27.04,Unsafe
7.88,700.4,3.73,23.93,Unsafe
7.15,66.7,0.3,17.75,Safe
7.05,120.6,1.23,24.34,Safe
7.28,163.9,3.42,23.34,Safe
9.63,2242.4,12.56,26.89,Unsafe
6.66,756.3,10.08,24.74,Unsafe
7.05,536.4,20.66,24.54,Unsafe
7.18,152.6,1.96,19.83,Safe
6.91,73.2,1.26,22.17,Safe
9.18,1265.9,22.17,28.89,Unsafe
7.17,104.3,0.0,24.61,Safe
7.13,175.0,2.27,20.19,Safe
7.09,545.5,15.43,26.28,Unsafe
8.46,2714.3,12.84,29.2,Unsafe
7.36,43.2,0.33,19.8,Safe
8.91,2073.5,14.28,27.11,Unsafe
7.28,120.1,2.6,23.66,Safe
7.56,108.1,1.76,22.7,Safe
6.91,137.7,4.08,24.96,Safe
6.55,578.1,8.52,23.32,Unsafe
7.36,114.5,0.61,18.41,Safe
7.62,461.5,10.83,27.7,Unsafe
8.91,1466.2,18.9,25.16,Unsafe
8.12,736.0,2.2,23.33,Unsafe
7.15,121.5,0.87,22.63,Safe
6.9,396.7,13.59,26.82,Unsafe
6.96,202.7,2.41,24.51,Safe
9.28,1726.8,14.15,28.18,Unsafe
7.52,115.3,0.3,21.56,Safe
8.04,1018.6,14.87,26.42,Unsafe
6.24,534.6,32.93,26.02,Unsafe
8.19,1129.1,26.08,26.33,Unsafe
7.79,323.7,9.48,29.08,Unsafe
6.95,171.5,2.93,23.95,Safe
9.19,2064.0,13.24,27.39,Unsafe
6.77,66.8,1.26,19.79,Safe
8.24,1590.9,20.53,25.16,Unsafe
7.01,99.9,1.31,24.05,Safe
8.61,1598.0,9.72,23.45,Unsafe
6.96,171.4,2.56,21.78,Safe
7.1,374.5,23.95,20.44,Unsafe
7.1,488.5,22.48,25.32,Unsafe
7.28,696.7,2.13,23.41,Unsafe
7.17,102.5,1.57,20.89,Safe
7.29,631.6,28.3,25.56,Unsafe
8.22,970.8,23.64,27.57,Unsafe
7.12,92.0,2.47,23.28,Safe
7.07,393.9,14.36,26.66,Unsafe
7.51,493.2,5.04,27.17,Unsafe
7.32,132.1,2.19,19.66,Safe
8.39,1031.2,33.3,25.9,Unsafe
6.98,308.7,16.91,28.67,Unsafe
6.62,519.6,7.29,27.98,Unsafe
7.6,396.0,15.67,23.18,Unsafe
6.98,247.8,12.81,25.23,Unsafe
7.41,632.1,1.77,25.01,Unsafe
6.7,153.2,1.23,23.3,Safe
7.2,859.8,4.06,21.73,Unsafe
7.79,1156.3,34.25,29.12,Unsafe
6.62,440.9,19.35,29.1,Unsafe
6.48,455.6,50.2,28.57,Unsafe
6.9,592.1,14.7,27.74,Unsafe
6.75,179.3,1.02,20.43,Safe
6.35,607.1,23.79,26.79,Unsafe
6.84,314.7,9.25,26.06,Unsafe
7.05,246.9,6.24,27.46,Unsafe
6.91,472.7,9.52,23.67,Unsafe
8.69,1818.0,10.95,28.51,Unsafe
7.57,107.9,2.83,22.47,Safe
7.55,188.4,1.84,24.12,Safe
6.65,294.7,13.62,27.12,Unsafe
7.27,103.3,1.52,25.5,Safe
7.15,468.6,2.22,24.25,Unsafe
8.27,904.4,31.68,30.92,Unsafe
7.88,937.9,21.9,27.58,Unsafe
7.51,138.9,2.07,25.95,Safe
7.4,529.3,11.04,23.62,Unsafe
8.19,664.4,3.12,25.69,Unsafe
7.19,84.2,0.08,18.17,Safe
9.63,1270.1,12.52,24.32,Unsafe
8.78,1324.7,14.0,23.0,Unsafe
8.8,2308.3,24.2,25.91,Unsafe
7.59,612.4,2.53,25.17,Unsafe
6.7,404.8,12.88,25.11,Unsafe
7.28,79.3,0.0,22.87,Safe
7.21,121.7,1.85,22.61,Safe
7.07,384.1,22.46,25.16,Unsafe
7.85,1053.0,22.2,29.38,Unsafe
7.45,106.5,0.28,19.78,Safe
8.1,1118.1,34.45,27.23,Unsafe
7.03,297.9,17.05,25.78,Unsafe
7.37,157.6,1.35,22.27,Safe
6.54,461.5,18.33,27.72,Unsafe
8.05,1163.0,17.75,26.34,Unsafe
6.49,526.7,14.87,28.44,Unsafe
8.29,674.9,3.3,22.5,Unsafe
7.24,281.0,8.72,24.86,Unsafe
8.01,954.3,34.62,28.31,Unsafe
7.14,76.6,1.03,19.91,Safe
8.96,2129.3,17.68,26.68,Unsafe
7.95,1138.6,28.1,26.37,Unsafe
7.84,1094.0,29.26,27.9,Unsafe
7.56,560.7,11.91,25.27,Unsafe
7.54,48.6,0.0,19.54,Safe
7.24,143.1,0.59,21.14,Safe
7.31,66.3,0.81,19.77,Safe
7.56,520.0,2.56,26.23,Unsafe
7.85,1162.3,25.01,28.73,Unsafe
6.93,85.0,0.0,22.83,Safe
7.2,106.6,0.89,23.53,Safe
8.35,1799.5,15.62,27.41,Unsafe
8.75,1671.4,19.24,24.7,Unsafe
6.22,296.0,11.56,28.31,Unsafe
7.96,1741.8,12.28,27.6,Unsafe
8.41,2082.6,22.63,29.13,Unsafe
7.93,1204.3,19.05,27.06,Unsafe
7.23,841.7,0.38,23.8,Unsafe
8.01,906.1,20.22,29.35,Unsafe
6.63,278.9,24.43,22.56,Unsafe
8.18,905.7,2.08,24.32,Unsafe
7.63,192.6,1.38,24.52,Safe
7.51,153.1,1.48,21.87,Safe
9.68,1657.3,21.32,25.02,Unsafe
7.18,230.2,13.21,27.06,Unsafe
9.31,935.7,9.27,24.15,Unsafe
6.49,532.1,16.53,23.79,Unsafe
8.63,2708.8,16.61,27.47,Unsafe
6.77,38.0,0.0,21.44,Safe
6.95,172.3,1.54,25.14,Safe
6.73,109.9,0.9,21.78,Safe
6.95,184.4,0.55,23.98,Safe
6.74,389.3,11.9,27.87,Unsafe
6.98,393.0,8.74,27.66,Unsafe
6.95,427.9,11.93,22.97,Unsafe
8.44,1285.7,18.65,24.86,Unsafe
7.4,44.8,0.88,21.97,Safe
8.06,991.5,33.12,27.93,Unsafe
8.32,1611.7,7.63,24.57,Unsafe
6.78,108.8,0.43,21.49,Safe
8.69,1783.6,11.59,27.39,Unsafe
7.8,748.3,4.1,22.02,Unsafe
7.87,733.2,1.47,27.71,Unsafe
7.02,106.0,0.06,18.23,Safe
7.25,79.6,0.27,20.5,Safe
7.61,349.5,12.46,25.36,Unsafe
7.26,96.4,2.27,25.79,Safe
6.89,60.4,1.29,18.84,Safe
6.51,329.5,16.04,24.15,Unsafe
6.68,69.3,0.0,21.2,Safe
7.9,928.6,28.42,28.32,Unsafe
7.59,599.7,1.59,22.15,Unsafe
7.3,97.0,2.7,22.12,Safe
8.69,2464.5,17.92,26.98,Unsafe
7.61,254.1,4.87,22.9,Unsafe
6.54,275.4,6.17,22.57,Unsafe
8.74,1649.2,16.5,24.86,Unsafe
7.96,891.4,2.29,25.24,Unsafe
7.15,133.5,2.9,21.81,Safe
7.32,246.2,10.6,25.69,Unsafe
6.71,358.6,12.4,24.16,Unsafe
8.93,1373.9,16.87,28.11,Unsafe
7.35,631.7,28.48,25.26,Unsafe
6.85,58.7,2.09,20.3,Safe
7.87,1053.1,22.77,27.92,Unsafe
7.07,332.5,6.07,25.43,Unsafe
7.95,744.6,0.49,22.26,Unsafe
8.17,1107.4,8.49,26.68,Unsafe
8.11,716.6,0.45,28.33,Unsafe
6.92,64.3,0.0,20.31,Safe
6.66,327.9,29.54,26.09,Unsafe
6.64,317.2,16.32,24.12,Unsafe
7.86,1102.3,15.85,25.84,Unsafe
9.46,2206.1,14.87,27.72,Unsafe
6.98,90.9,0.0,21.43,Safe
8.1,471.0,3.03,22.13,Unsafe
7.63,627.4,15.94,22.39,Unsafe
7.68,246.2,9.82,27.11,Unsafe
8.82,2173.4,7.84,26.16,Unsafe
8.11,2019.7,8.38,27.07,Unsafe
6.87,111.8,0.97,18.64,Safe
7.32,176.7,0.52,23.29,Safe
9.7,2632.9,15.06,23.61,Unsafe
7.31,305.5,19.91,22.23,Unsafe
6.99,415.7,25.54,25.72,Unsafe
7.0,142.9,2.8,24.36,Safe
6.65,445.1,8.51,26.25,Unsafe
8.76,1642.4,20.93,23.17,Unsafe
7.46,88.7,0.88,23.93,Safe
7.11,150.6,1.34,22.56,Safe
7.91,486.9,2.65,23.65,Unsafe
6.95,155.3,2.24,25.85,Safe
9.82,2482.0,24.35,27.42,Unsafe
7.33,746.6,33.21,24.1,Unsafe
7.36,371.3,9.87,24.77,Unsafe
8.09,1056.1,30.56,31.28,Unsafe
9.45,2046.6,19.69,26.52,Unsafe
7.41,113.0,0.37,22.28,Safe
6.62,90.2,0.0,18.63,Safe
7.32,103.4,2.55,22.67,Safe
7.33,499.9,22.1,24.24,Unsafe
6.85,471.1,17.38,28.44,Unsafe
7.23,456.8,12.6,25.93,Unsafe
7.05,93.1,1.75,25.67,Safe
6.68,317.0,17.26,24.77,Unsafe
6.73,44.4,1.0,23.67,Safe
8.42,948.7,14.11,28.2,Unsafe
6.88,85.1,1.52,21.46,Safe
7.49,146.6,3.04,26.03,Safe
6.99,283.2,14.98,25.48,Unsafe
7.37,121.6,1.04,25.77,Safe
8.27,2075.3,18.51,25.17,Unsafe
7.07,102.3,3.24,20.2,Safe
6.38,513.8,33.92,26.83,Unsafe
7.05,170.5,2.33,24.49,Safe
7.33,117.2,0.98,22.92,Safe
9.0,2554.1,10.64,25.14,Unsafe
7.08,522.0,16.36,25.71,Unsafe
6.76,63.0,0.98,20.67,Safe
9.53,2284.8,11.07,25.94,Unsafe
6.36,321.0,13.59,27.46,Unsafe
6.81,564.0,10.79,27.11,Unsafe
8.23,1037.0,31.61,27.99,Unsafe
8.88,2132.4,13.68,28.37,Unsafe
7.13,269.6,9.53,22.92,Unsafe
7.04,184.9,2.39,20.74,Safe
7.21,193.9,2.85,20.71,Safe
6.85,72.1,0.85,20.43,Safe
6.63,324.5,6.86,26.46,Unsafe
7.41,618.4,4.66,22.61,Unsafe
9.06,1356.0,15.02,28.91,Unsafe
7.26,147.9,0.0,24.41,Safe
7.3,168.3,2.23,19.87,Safe
7.58,887.2,0.85,27.62,Unsafe
6.73,478.5,29.04,27.32,Unsafe
6.48,494.4,31.1,27.08,Unsafe
6.48,352.4,8.69,23.37,Unsafe
6.74,235.1,14.61,27.29,Unsafe
9.29,1209.9,10.47,29.87,Unsafe
9.24,963.2,18.92,28.13,Unsafe
8.97,903.9,21.08,24.58,Unsafe
7.15,869.9,2.34,24.1,Unsafe
9.05,1284.9,21.01,24.12,Unsafe
7.62,311.1,9.34,25.9,Unsafe
7.41,537.5,2.41,27.55,Unsafe
7.94,1037.4,24.04,27.51,Unsafe
8.43,1051.1,13.43,27.16,Unsafe
6.96,129.2,2.88,24.66,Safe
6.89,172.1,1.73,22.85,Safe
8.02,1119.6,29.86,29.77,Unsafe
8.95,1594.9,16.06,24.42,Unsafe
7.94,579.8,4.05,25.94,Unsafe
7.09,106.3,1.62,25.13,Safe
7.11,94.3,2.21,23.61,Safe
6.97,57.2,1.48,18.79,Safe
7.17,48.5,0.71,20.36,Safe
7.07,59.6,0.91,20.69,Safe
7.84,1072.8,22.62,27.42,Unsafe
7.53,100.3,1.44,25.34,Safe
8.7,1664.6,9.6,28.57,Unsafe
8.66,1916.5,21.35,28.91,Unsafe
9.08,2603.5,9.42,25.62,Unsafe
6.93,43.5,0.01,22.0,Safe
7.48,518.3,0.54,22.75,Unsafe
6.97,161.9,1.16,21.72,Safe
8.1,983.4,27.15,30.07,Unsafe
7.08,104.0,1.28,23.86,Safe
8.25,954.3,16.82,26.53,Unsafe
7.63,771.9,4.34,26.49,Unsafe
7.32,163.4,1.34,25.15,Safe
7.43,578.3,20.08,22.14,Unsafe
8.93,1983.9,17.14,25.96,Unsafe
7.35,66.9,0.59,21.62,Safe
6.8,279.9,14.13,25.57,Unsafe
7.36,895.5,2.33,23.49,Unsafe
8.14,932.5,27.96,29.38,Unsafe
8.42,938.1,22.23,29.19,Unsafe
8.03,1050.0,28.11,28.17,Unsafe
6.93,384.1,13.63,21.82,Unsafe
7.38,86.9,0.92,20.32,Safe
7.07,76.9,0.74,17.69,Safe
7.14,436.9,7.06,26.09,Unsafe
7.21,109.7,2.77,21.57,Safe
9.23,1408.6,11.1,25.33,Unsafe
7.11,471.0,8.06,23.05,Unsafe
7.43,566.3,10.65,22.99,Unsafe
7.21,371.2,21.3,23.74,Unsafe
8.31,2601.9,13.54,27.86,Unsafe
8.18,551.1,3.19,23.99,Unsafe
8.05,905.0,31.28,27.5,Unsafe
8.03,2105.8,19.34,29.43,Unsafe
6.85,253.9,26.1,24.38,Unsafe
7.28,125.8,0.0,21.7,Safe
7.17,136.7,2.01,21.83,Safe
6.9,123.4,1.83,22.77,Safe
8.69,1551.6,19.96,25.22,Unsafe
7.05,470.2,32.54,24.14,Unsafe
7.03,282.9,28.88,23.23,Unsafe
6.82,84.3,0.0,18.57,Safe
7.41,79.7,1.14,19.42,Safe
7.05,262.4,17.49,26.65,Unsafe
8.82,1933.4,21.82,29.24,Unsafe
6.71,300.5,8.25,25.52,Unsafe
7.02,414.5,27.31,27.96,Unsafe
7.8,946.5,31.81,26.14,Unsafe
8.3,975.8,33.25,26.52,Unsafe
6.96,119.5,0.83,24.78,Safe
9.09,1554.9,18.65,24.62,Unsafe
6.82,391.4,3.42,25.37,Unsafe
6.96,72.7,0.97,17.98,Safe
9.3,2419.9,22.72,29.44,Unsafe
8.03,984.9,21.25,27.95,Unsafe
6.83,447.4,6.78,28.11,Unsafe
6.98,370.6,12.22,27.42,Unsafe
6.63,425.2,12.26,23.91,Unsafe
7.29,454.5,14.13,26.88,Unsafe
6.82,103.5,0.17,21.87,Safe
7.54,360.3,12.3,24.04,Unsafe
9.36,2396.5,23.95,24.83,Unsafe
8.72,1242.2,14.95,27.7,Unsafe
7.3,109.5,0.27,21.44,Safe
6.84,623.2,8.81,25.72,Unsafe
6.9,323.7,21.97,26.66,Unsafe
8.32,1314.3,20.53,24.52,Unsafe
7.0,102.8,0.43,23.64,Safe
7.29,154.7,3.56,25.27,Safe
6.51,278.9,21.72,23.06,Unsafe
6.73,44.4,0.56,20.15,Safe
8.21,1099.1,20.4,29.25,Unsafe
6.87,134.1,0.97,22.84,Safe
7.65,664.3,3.85,23.06,Unsafe
6.9,267.9,7.3,24.8,Unsafe
7.71,846.9,2.19,26.05,Unsafe
7.88,1149.2,29.06,30.45,Unsafe
7.88,724.6,2.13,26.7,Unsafe
7.58,125.7,1.28,22.89,Safe
7.45,114.5,0.43,22.31,Safe
8.67,2013.0,9.36,28.48,Unsafe
7.68,532.9,0.95,27.94,Unsafe
7.2,325.0,26.99,22.6,Unsafe
8.17,913.7,29.56,30.91,Unsafe
7.27,596.4,8.56,25.64,Unsafe
6.87,274.6,7.91,25.83,Unsafe
8.52,2446.0,13.54,25.13,Unsafe
6.63,295.7,13.03,27.74,Unsafe
6.9,444.8,25.56,28.16,Unsafe
6.74,47.0,0.75,24.21,Safe
6.79,353.1,6.14,23.58,Unsafe
7.42,380.8,26.46,24.68,Unsafe
7.07,193.6,0.59,20.46,Safe
7.38,61.9,0.53,18.44,Safe
7.57,140.9,0.05,24.51,Safe
7.35,116.4,0.44,20.39,Safe
7.17,517.5,8.04,27.04,Unsafe
6.62,495.1,27.37,26.34,Unsafe
7.26,478.6,0.0,25.57,Unsafe
8.05,865.5,4.62,24.83,Unsafe
8.64,1599.7,9.66,26.15,Unsafe
8.72,2459.1,20.11,26.22,Unsafe
6.52,540.4,26.65,27.67,Unsafe
7.08,858.2,2.72,23.23,Unsafe
7.87,723.5,3.48,22.34,Unsafe
8.3,1875.5,20.39,23.91,Unsafe
7.2,643.9,6.64,21.87,Unsafe
7.87,1047.7,31.5,27.41,Unsafe
7.33,148.5,1.82,24.86,Safe
6.84,111.5,2.55,21.43,Safe
9.32,1809.2,21.36,24.53,Unsafe
7.92,574.2,1.2,26.93,Unsafe
7.1,722.1,9.49,27.2,Unsafe
7.76,1016.2,24.21,28.22,Unsafe
7.4,81.7,0.0,18.9,Safe
7.63,421.5,15.26,24.25,Unsafe
6.94,544.2,24.84,24.87,Unsafe
8.29,2644.0,8.54,29.86,Unsafe
6.49,484.4,8.73,24.79,Unsafe
6.68,334.1,8.33,23.11,Unsafe
